土地位置,用途,土地面积(平方米),建筑规模(平方米)/容积率,起始价(万元),竞得单位,竞得时间,成交价(万元),出让方式
沙坪坝区西永组团L标准分区L26-2/04号宗地,商业用地，商务用地,16764,≤50292,8651,重庆西永微电子产业园区开发有限公司,2015年12月14日,8651,挂牌
沙坪坝区西永组团R标准分区R16-2/06号宗地,商业用地，商务用地,30472,≤106652,16352,重庆西永微电子产业园区开发有限公司,2015年12月14日,16352,挂牌
巴南区界石组团S分区S19/01号宗地,二类工业用地,98019,≥1.0,3845,重庆颖扬新材料有限公司,2015年12月9日,3845,挂牌
两江新区鱼嘴组团M标准分区M21/01、M23-1/01号宗地,商业用地、商务用地,79927,≤199818,24698,重庆两江新区置业发展有限公司,2015年12月4日,24698,挂牌
两江新区龙兴组团I分区I05-2/01号宗地,商务商业用地,42851,≤42851,4757,重庆古堡酒店管理有限公司,2015年12月4日,4757,挂牌
江北区观音桥组团G分区G07-4/02号宗地,医疗卫生用地,21078,≤67450,12889,重庆康华众联心血管病医院有限公司,2015年12月4日,12889,挂牌
两江新区龙兴组团G14-1/01、G14-1/02号（部分1）宗地,商业用地,51641.5,≤68400.89,20920,重庆泽胜文化旅游发展有限公司,2015年11月30日,20920,挂牌
两江新区龙兴组团G14-1/01、G14-1/02号（部分2）宗地,商业用地,3514.21,≤3438.07,1093,重庆龙天下农业开发有限责任公司,2015年11月30日,1100,拍卖
两江新区鱼嘴组团C标准分区C7-3/01号宗地,商业用地,15433,≤30866,4322,重庆两江新区鱼复工业园建设投资有限公司,2015年12月21日,4322,挂牌
两江新区龙兴组团H分区H79-1/01、H80-1/01、H82-1/01号宗地,二类居住用地,94844,≤142267,20771,重庆两江新区置业发展有限公司,2015年12月21日,20771,挂牌
大渡口区大渡口组团中梁山F分区F5-2号宗地,二类居住用地,20791,≤51978,7776,重庆奥珈置业有限公司,2015年12月21日,7776,挂牌
巴南区鱼洞组团P分区P01-07-1/03、P01-07-3/04号宗地,二类工业用地,119291,≥0.7,10282,重庆美利信科技有限责任公司,2015年12月21日,10282,挂牌
沙坪坝区西永组团I标准分区I02-01/0 4号(部分)宗地,物流仓储用地,146185,≤1.5,10950,韦欣有限公司,2015年12月21日,10950,挂牌
沙坪坝区西永组团U标准分区U7-17-3/03号宗地,中小学用地,136201,≤163441,5721,重庆沙坪坝教育投资有限责任公司,2015年12月21日,5721,挂牌
两江新区龙兴组团V标准分区V8-1/01 (部分一) 号宗地,其他服务设施用地,23013,≤34520,944,重庆通用航空产业集团有限公司,2015年12月21日,944,挂牌
九龙坡区金凤电子信息产业园区（近期）控规组团C分区C11-17-2/02、C11-19-1/03（部分4）号宗地,一类工业用地,182871,≥1.0,13746,重庆高新区开发投资集团有限公司,2015年12月21日,13746,挂牌
九龙坡区西彭组团D分区D38-1/01号宗地,一类工业用地,61933,≥0.7,3533,重庆西彭铝产业区开发投资有限公司,2015年12月21日,3533,挂牌
九龙坡区西彭组团D分区D75-1-2/02号(部分1)宗地,二类工业用地兼容一类工业用地,20003,≥0.7,1123,重庆川沁食品有限公司,2015年12月21日,1123,挂牌
九龙坡区西彭组团J分区J43-2/01号宗地,一类物流仓储用地兼容二类工业用地,19285,≤1.5,1081,重庆旭嘉仓储管理有限公司,2015年12月21日,1081,挂牌
沙坪坝区西永组团V标准分区V9-1/04号宗地,商业用地，二类居住用地,35959,≤71918,10213,重庆西永微电子产业园区开发有限公司,2015年12月17日,10213,挂牌
沙坪坝区西永组团L标准分区L15-1/04、L15-2/04、L15-3/04、L15-4/04、L15-5/04、L15-6/04号宗地,二类居住用地，商业用地，商务用地,87451,≤234772,35441,重庆西永微电子产业园区开发有限公司,2015年12月17日,35441,挂牌
沙坪坝区西永组团L标准分区L18-1/05号宗地,二类居住用地,57543,≤143858,21291,重庆西永微电子产业园区开发有限公司,2015年12月17日,21291,挂牌
沙坪坝区西永组团L标准分区L26-3/04号宗地,商业用地，商务用地,18516,≤74064,10462,重庆西永微电子产业园区开发有限公司,2015年12月17日,10462,挂牌
巴南区南彭功能区组团A分区A35-1/01号宗地,物流仓储用地,25070,≤1.5,1305,重庆凤凌物流有限公司,2015年12月17日,1305,挂牌
巴南区南彭功能区组团A分区A42-1/01号宗地,物流仓储用地,33437,≤1.5,1708,重庆军卫医药物流有限公司,2015年12月17日,1708,挂牌
九龙坡区西彭组团D分区D52-1-1/03号宗地,一类物流仓储用地兼容二类物流仓储用地,115593,≤1.5,6522,重庆西彭宝湾国际物流有限公司,2015年12月17日,6522,挂牌
九龙坡区西永组团Ad分区Ad02-3/02号宗地,一类工业用地,191002,≥1.0,14325,重庆雅科博光纤科技有限公司,2015年12月17日,14325,挂牌
北部新区礼嘉组团F标准分区F15-3/03号宗地,一类工业用地,18160,≥0.7,928,重庆博奥实业有限公司,2015年12月17日,928,挂牌
渝中区渝中组团E分区E6-1号宗地,二类居住用地、商业用地、商务用地,9547,≤77000,41098,重庆康翔实业有限公司,2015年11月26日,41098,挂牌
九龙坡区西彭组团R分区R69-1/02号宗地,二类工业用地,92873,≥0.7,7525,重庆庆铃专用汽车有限公司,2015年11月26日,7525,挂牌
巴南区李家沱-鱼洞组团M分区M30-1-3/02号宗地,二类居住用地,12947,≤28026.6,5658,重庆源邦置业发展有限公司,2015年11月20日,5658,挂牌
两江新区龙兴组团A标准分区A2-2/01号宗地,B9-其它服务设施用地,134308,≤201462,24176,东方时尚驾驶学校股份有限公司、重庆灿金投资有限公司,2015年11月20日,24176,挂牌
两江新区龙兴组团B标准分区B13-11/01号宗地,加油加气站用地,6056,按规划要求,2764,重庆中油两江发展有限公司,2015年11月20日,2764,挂牌
两江新区龙兴组团B标准分区B13-12/01号宗地,加油站用地,3384,按规划要求,1533,重庆中油两江发展有限公司,2015年11月20日,1533,挂牌
九龙坡区西永组团Y分区Y06-2/01号宗地,一类工业用地,20202,≥0.7,1516,重庆科夫投资有限公司,2015年11月20日,1516,挂牌
九龙坡区西永组团E分区E01-2/02、E01-3/02号宗地,一类工业用地,249449,≥1.0,18709,重庆皇庭九龙珠宝文化发展有限公司,2015年11月20日,18709,挂牌
两江新区鱼嘴组团J标准分区J05/01号宗地,二类工业用地,368789,≥0.7,9331,重庆现代摩比斯汽车零部件有限公司,2015年11月20日,9331,挂牌
两江新区龙兴组团T标准分区T1-1/01号宗地,二类工业用地,160431,≥0.7,4075,重庆兰羚天和科技股份有限公司,2015年11月20日,4075,挂牌
两江新区悦来组团C分区C05-1/07、C05-3/07、C06-1/06、C09-2/06、C10-3/06、C10-1/06号宗地,二类居住用地、商业用地、商务用地,163573,≤400722,108214,重庆两江商务中心置业有限公司,2015年11月27日,108214,挂牌
两江新区悦来组团C标准分区C14-1/06、C14-2/07、C18-1/07、C18-6/06号宗地,二类居住用地、商业用地、商务用地,100001,≤250004,67605,庆两江商务中心置业有限公司,2015年11月27日,67605,挂牌
两江新区悦来组团C分区C15-2/07、C17-5/04、C18-3/06号宗地,二类居住用地、商业用地、商务用地,165512,≤267291,99326,重庆两江商务中心置业有限公司,2015年11月27日,99326,挂牌
两江新区鱼嘴组团P标准分区P22-2/02、P26-2/03号宗地,商业用地、商务用地,52840,≤110046,12101,重庆两江新区格力地产有限公司,2015年11月27日,12101,挂牌
巴南区李家沱组团D分区D12-3/07号宗地,二类居住用地、商业用地,161541,≤373160,69035,四川蓝光和骏实业有限公司,2015年11月27日,69035,挂牌
沙坪坝区西永组团S分区S8-1/01(部分)号宗地,一类工业用地,3700,≥1.0,184,重庆市磁器口陈麻花食品有限公司,2015年11月27日,184,挂牌
渝北区两路组团A分区A100-1号宗地,一类工业用地、二类工业用地,71459,≥1.0,5003,重庆临空物流开发建设有限公司,2015年11月27日,5003,挂牌
九龙坡区西彭组团A分区A86-5/01-2号宗地,一类工业用地,40163,≥0.7,5889,重庆西彭铝产业区开发投资有限公司,2015年11月27日,5889,挂牌
九龙坡区西彭组团D分区D67-5-1/03、D69-1-1/04号宗地,二类工业用地,46489,≥0.7,2790,重庆艾琪干细胞科技有限公司,2015年11月27日,2790,挂牌
两江新区龙兴组团A标准分区A2-1/01号宗地,二类工业用地,100463,≥0.7,2552,MANDO(重庆)汽车零部件有限公司,2015年11月27日,2552,挂牌
两江新区龙兴组团A标准分区A4-1/01(部分二)号宗地,二类工业用地,21942,≥0.7,558,重庆现代制铁钢材有限公司,2015年11月20日,558,挂牌
九龙坡区西彭组团D分区D11-2/02地块,一类工业用地,51310,≥0.7,4026,重庆豪应商贸物流有限公司,2015年11月20日,4026,挂牌
两江新区龙兴组团T标准分区T7-2/01号宗地,二类工业用地,65425,≥0.7,1649,重庆可附特汽车零部件制造有限公司,2015年11月17日,1649,挂牌
两江新区龙兴组团B标准分区B10-1/01、B11-1/01号宗地,二类工业用地,237885,≥0.7,5995,海纳川重庆汽车部件有限公司,2015年11月17日,5995,挂牌
九龙坡区西彭组团R分区R02/03号（部分1）宗地,二类工业用地,238607,≥0.7,11795,北奔重型汽车重庆有限公司,2015年11月17日,11795,挂牌
沙坪坝区西永组团S标准分区S3/01号宗地,一类工业用地,55191,≥0.7,2407,重庆慧远药业有限公司,2015年11月16日,2407,挂牌
九龙坡区西彭组团J分区J41-2/03号宗地,二类工业用地,83314,≥0.7,4835,重庆盛源模具制造有限公司,2015年11月16日,4835,挂牌
九龙坡区西永组团Y分区Y04-2/01号（部分1）宗地,一类工业用地,66741,≥0.7,5006,重庆翼虎动力机械有限公司,2015年11月16日,5006,挂牌
巴南区界石组团S分区S20-1/02号宗地,二类工业用地,338963,≥1.0,15257,重庆惠科金渝光电科技有限公司,2015年11月9日,15257,挂牌
两江新区龙兴组团J标准分区J48-1/01、J49-1/01、J50-1/01、J51-1/01号宗地,其他商务用地（生产性服务业用地）、 商业用地、商务,124621,≤191620,12904,重庆乐视界置业发展有限公司,2015年11月9日,12904,挂牌
两江新区龙兴组团J标准分区J46-1/01、J47-1/01号宗地,二类居住用地,129790,≤207664,29238,重庆乐视界置业发展有限公司,2015年11月9日,29238,挂牌
高新区区西永组团Ad分区Ad10-3/01号宗地,教育科研用地(参照工业),15438,≤40910.7,6400,重庆恒中惠金实业有限公司,2015年11月5日,6400,挂牌
九龙坡区西彭组团A分区A12-1/05号宗地,一类工业用地兼容二类工业用地,5427,≥0.7,318,重庆卓洋物资有限公司,2015年10月20日,318,挂牌
两江新区两路组团K标准分区K08-1/02号宗地,一类工业用地、一类物流仓储用地,134838,≤1.5,8698,重庆普嘉仓储服务有限公司,2015年10月20日,8698,挂牌
两江新区龙兴组团V标准分区V13-1/01号宗地,二类工业用地,55121,≥0.7,1401,重庆迪爱斯希汽车部件有限公司,2015年10月20日,1401,挂牌
两江新区水土组团A标准分A29-1/01号宗地,一类工业用地,99903,≥1.0,2518,重庆两江新区水土高新技术产业园建设投资有限公司,2015年10月20日,2518,挂牌
两江新区鱼嘴组团C标准分区C7-1-1/01号宗地,二类工业用地,48962,≥0.7,1234,重庆前卫科技集团有限公司,2015年10月20日,1234,挂牌
巴南区南彭功能区组团A分区A18-1/01、A20-1/01号宗地,二类工业用地,67947,≥0.7,2517,重庆诚通南部物流有限公司,2015年10月20日,2517,挂牌
两江新区两路组团K标准分区K06-1/02号宗地,一类工业用地兼容一类仓储用地,146600,≤2.0,9236,重庆传云物联网技术有限公司,2015年10月8日,9236,挂牌
九龙坡区西彭组团D分区D81-1/01（部分2）号宗地,一类工业用地,25269,≥0.7,1342,重庆红天下食品有限公司,2015年10月8日,1342,挂牌
沙坪坝区西永组团M标准分区M21-2/03、M26-3/03、M26-1/03、M27-1/03、M28-1/03号宗地,二类居住用地、商业用地、商务用地,192433,≤442564,64323,重庆西永微电子产业园区开发有限公司,2015年9月28日,64323,挂牌
沙坪坝区西永组团M标准分区M22-5/03、M22-6/03、M29-2/03、M30-1/03、M30-4/03号宗地,二类居住用地、商业用地,90907,≤175576,28765,重庆西永微电子产业园区开发有限公司,2015年9月28日,28765,挂牌
渝中区渝中组团E分区E18-2号宗地,文化设施用地、娱乐用地、商业用地、商务用地,7768,≤154000,127350,重庆新华书店集团公司、重庆新华传媒有限公司、重庆北,2015年9月28日,127350,挂牌
两江新区鱼嘴组团P标准分区P8-1/01、P8-3/01号宗地,B29-其它商务用地（生产性服务业用地）,41797,≤62696,4515,重庆绿满川农业发展有限公司,2015年9月28日,4515,挂牌
南岸区弹子石组团D分区D1-10-2/03号宗地,二类居住用地,23279,≤69837,21956,重庆蓝光和骏置业有限公司,2015年9月28日,21956,挂牌
巴南区南彭组团C分区C12-1/01、C13-1/01号宗地,物流仓储用地,376566,≤2.5,11413,重庆华南城有限公司,2015年9月28日,11413,挂牌
巴南区南彭功能区组团A分区A9-1/01号宗地,物流仓储用地,68678,≤2.0,4061,重庆市消防产品防火建材市场,2015年9月28日,4061,挂牌
沙坪坝区西永组团S标准分区S8-1/01(部分)号宗地,一类工业用地,5989,≥1.0,257,重庆市沙坪坝区朱氏山庄长欣食品厂,2015年9月28日,257,挂牌
两江新区水土组团A标准分区A51-1/01（部分二）号宗地,一类工业用地,17023,≥0.7,429,上海明匠智能系统有限公司,2015年9月28日,429,挂牌
南岸区茶园组团M分区M1-3/02（部分一）号宗地,物流仓储用地,53767,≤1.5,3442,重庆市善和医药投资(集团)有限公司,2015年9月28日,3442,挂牌
九龙坡区西彭组团D分区D81-1/01（部分1 ）号宗地,一类工业用地,16747,≥0.7,908,重庆有源东春食品有限公司,2015年10月8日,908,挂牌
巴南区跳石镇组团D分区D01-3/01号宗地,二类工业用地,131233,≥1.0,4071,重庆光大集团乳业股份有限公司,2015年9月30日,4071,挂牌
南岸区茶园组团M分区M23-1/02（部分一）号宗地,二类工业用地,11853,≥0.7,747,重庆市丰美工贸有限公司,2015年9月30日,747,挂牌
巴南区界石组团T标准分区T11-8/02号、T11-9/02号、T11-7/02号宗地,R2B1，R2-二类居住用地兼容商业用地、二类居住用地,105538,≤240717,28278,重庆星界置业有限公司,2015年9月30日,28278,挂牌
大渡口区大渡口组团N标准分区N09-1（部分1）号,商务用地,13840,≤20762,2492,重庆红九九食品有限公司,2015年9月30日,2492,挂牌
九龙坡区西永组团Ab分区Ab17-1/02号宗地,商业用地、商务用地,51748,≤77622,12265,重庆明旗实业有限公司,2015年9月30日,12265,挂牌
江北区唐家沱组团E分区E28-1/02号宗地,商业用地、商务用地,9953,≤19910,4081,重庆市港城工业园区建设有限公司,2015年9月28日,4081,挂牌
沙坪坝区西永组团M标准分区M15/03、M16-1/03、M17-1/03、M18-1/03、M21-1/03号宗地,二类居住用地、商业用地、商务用地,199371,≤389679,58544,重庆西永微电子产业园区开发有限公司,2015年9月28日,58544,挂牌
沙坪坝区西永组团M标准分区M20-1/03号宗地,商业用地、商务用地,27109,≤32531,6669,重庆西永微电子产业园区开发有限公司,2015年9月28日,6669,挂牌
沙坪坝区西永组团M标准分区M22-1/03、M22-2/03、M22-4/03号宗地,二类居住用地、商业用地,76425,≤80246,14216,重庆西永微电子产业园区开发有限公司,2015年9月28日,14216,挂牌
